step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
0.0,0,0.0,0.0,0.0
5.0,0,0.0,0.0,12.143737681261669
10.0,0,0.0,0.0,13.053240751825427
15.0,0,0.0,0.0,13.428066334224622
20.0,0,0.0,0.0,13.371049813522589
25.0,0,0.0,0.0,12.8799350845172
30.0,0,0.0,0.0,13.340570237497202
35.0,0,0.0,0.0,12.605707092013564
40.0,0,0.0,0.0,12.903449571919598
45.0,0,0.0,0.0,12.544542875467178
50.0,0,0.0,0.0,12.761327989479346
55.0,1,2.0,0.08333333333333333,10.535523447804929
60.0,3,11.0,0.4583333333333333,10.00184635601019
65.0,5,14.0,0.42424242424242425,10.135911568644676
70.0,6,40.0,1.2121212121212122,10.55447831262808
75.0,3,40.0,1.2121212121212122,10.791304508621215
80.0,4,56.0,1.696969696969697,11.191714826040496
85.0,2,27.0,0.75,11.248714228363966
90.0,5,17.0,0.4722222222222222,10.861815867454716
95.0,4,30.0,0.6666666666666666,10.90660077957094
100.0,6,59.0,1.3111111111111111,10.807981225899166
105.0,6,61.0,1.3555555555555556,10.588434984317402
110.0,6,78.0,1.7727272727272727,10.605456779117041
115.0,4,33.0,0.7857142857142857,10.086866586445334
120.0,6,58.0,1.4146341463414633,10.189421147141283
125.0,6,58.0,1.1153846153846154,10.574462341431005
130.0,7,79.0,1.5192307692307692,10.74375573855227
135.0,5,49.0,0.9423076923076923,10.951076044591092
140.0,5,74.0,1.48,11.219072929032041
145.0,6,44.0,0.8979591836734694,10.305076108669263
150.0,7,73.0,1.553191489361702,10.179157148493887
155.0,10,107.0,2.018867924528302,9.983267455591408
160.0,10,157.0,2.9622641509433962,10.422066364038908
165.0,8,151.0,2.6964285714285716,10.632195113013145
170.0,6,141.0,2.660377358490566,10.885901811110301
175.0,5,51.0,1.0,10.240381205894078
180.0,7,75.0,1.530612244897959,9.563457255135077
185.0,10,100.0,1.8181818181818181,9.997890190986253
190.0,9,129.0,2.388888888888889,10.212388990826435
195.0,5,55.0,1.0185185185185186,10.548390912202558
200.0,6,73.0,1.4038461538461537,11.094024032801336
205.0,5,35.0,0.6862745098039216,11.082333910095356
210.0,5,60.0,1.2,11.281465798767515
215.0,7,57.0,0.9827586206896551,10.90382366956566
220.0,8,97.0,1.7636363636363637,10.828432588780199
225.0,7,74.0,1.3703703703703705,10.568341846369902
230.0,8,113.0,2.0925925925925926,10.772368145204108
235.0,7,81.0,1.588235294117647,10.666450873849156
240.0,6,110.0,2.391304347826087,10.031214743548432
245.0,8,88.0,1.543859649122807,10.239651924725212
250.0,8,114.0,2.0357142857142856,10.809220565757629
255.0,6,89.0,1.6181818181818182,10.794284953580688
260.0,5,85.0,1.6346153846153846,11.199591882296419
265.0,4,47.0,0.94,10.665074043467454
270.0,9,80.0,1.7391304347826086,9.643115482321127
275.0,7,49.0,0.8909090909090909,9.920684959687614
280.0,7,84.0,1.5555555555555556,10.657409112815957
285.0,4,70.0,1.2280701754385965,10.861514684889961
290.0,4,90.0,1.6071428571428572,11.460196910576997
295.0,3,50.0,0.9259259259259259,11.050806819550749
300.0,4,37.0,0.7551020408163265,10.85336678002925
305.0,4,24.0,0.42857142857142855,10.452562526868775
310.0,8,56.0,1.018181818181818,10.605414875116717
315.0,7,79.0,1.462962962962963,10.484671981538304
320.0,7,106.0,2.12,10.65846737693359
325.0,6,97.0,1.9019607843137254,10.585179636589725
330.0,7,128.0,2.6122448979591835,10.334183080154892
335.0,6,54.0,1.0,10.59783884948315
340.0,6,63.0,1.1886792452830188,10.805735200356285
345.0,4,80.0,1.6,11.117421238705658
350.0,5,105.0,2.142857142857143,11.35150665516591
355.0,2,37.0,0.7872340425531915,10.845888703563546
360.0,3,51.0,1.0851063829787233,10.499887836110679
365.0,7,29.0,0.5,10.346378147949109
370.0,7,58.0,1.0357142857142858,10.801175715982163
375.0,5,57.0,1.0555555555555556,10.896860179131766
380.0,7,86.0,1.6226415094339623,10.578916153709509
385.0,7,57.0,1.0754716981132075,10.502845600517114
390.0,6,78.0,1.56,10.63508237604912
395.0,6,76.0,1.3333333333333333,10.568611343579356
400.0,8,115.0,2.169811320754717,10.841433959379534
405.0,6,96.0,1.7454545454545454,11.052699575360698
410.0,4,65.0,1.1818181818181819,11.632037423509685
415.0,4,23.0,0.4423076923076923,11.332118205556027
420.0,5,44.0,0.8979591836734694,10.757112616645454
425.0,6,65.0,1.1206896551724137,10.492205995192512
430.0,9,93.0,1.6607142857142858,10.143493481340746
435.0,8,83.0,1.537037037037037,10.277096653213114
440.0,7,110.0,2.156862745098039,10.61322286967315
445.0,6,98.0,1.849056603773585,10.036057879456322
450.0,8,132.0,2.75,10.403943208056173
455.0,5,53.0,0.9636363636363636,10.870806608856439
460.0,3,57.0,1.0363636363636364,11.527849557088057
465.0,5,41.0,0.7884615384615384,11.204287633857575
470.0,6,68.0,1.36,11.509909515975599
475.0,5,83.0,1.6938775510204083,11.496581196906074
480.0,6,110.0,2.3404255319148937,11.142966501898895
485.0,5,67.0,1.1754385964912282,10.812117173015892
490.0,5,51.0,0.9444444444444444,11.004710897316356
495.0,5,30.0,0.5555555555555556,10.479140565767386
500.0,7,61.0,1.150943396226415,10.546351995910994
505.0,8,85.0,1.6666666666666667,10.014719574992139
510.0,7,108.0,2.25,10.030769719814158
515.0,7,67.0,1.3137254901960784,9.538528551352744
520.0,8,107.0,2.14,9.77293892720001
525.0,6,85.0,1.6666666666666667,9.961159955747453
530.0,6,115.0,2.2549019607843137,10.514958308631176
