step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
0.0,0,0.0,0.0,0.0
5.0,0,0.0,0.0,12.456518981443978
10.0,0,0.0,0.0,12.868291123245905
15.0,0,0.0,0.0,13.033923106159383
20.0,0,0.0,0.0,12.783469880065374
25.0,0,0.0,0.0,12.92668560353603
30.0,0,0.0,0.0,12.98424809165934
35.0,0,0.0,0.0,12.73799093267204
40.0,0,0.0,0.0,13.227406400097882
45.0,0,0.0,0.0,13.211381154130251
50.0,0,0.0,0.0,13.326466867700283
55.0,0,0.0,0.0,12.232527308086668
60.0,3,8.0,0.24242424242424243,11.165370550883722
65.0,6,32.0,0.7111111111111111,10.772869823066966
70.0,8,68.0,1.511111111111111,10.813466656483017
75.0,10,114.0,2.533333333333333,9.494629917475761
80.0,15,180.0,4.0,8.453009617305726
85.0,17,263.0,4.87037037037037,8.805448794123281
90.0,18,352.0,6.518518518518518,8.634468688089292
95.0,22,450.0,7.894736842105263,7.189101653041469
100.0,25,567.0,9.947368421052632,7.052039190618185
105.0,26,696.0,10.545454545454545,7.815913929073405
110.0,28,828.0,12.545454545454545,7.245654725368689
115.0,30,973.0,15.203125,6.4096887055761975
120.0,32,1132.0,17.6875,5.999884282007711
125.0,35,1299.0,17.092105263157894,6.315046208985164
130.0,36,1478.0,19.706666666666667,6.2234969571706955
135.0,38,1666.0,22.213333333333335,5.89691033743737
140.0,40,1580.0,21.066666666666666,5.26140466818499
145.0,31,1406.0,16.738095238095237,6.81179668761825
150.0,27,1228.0,14.795180722891565,7.118834411810523
155.0,24,921.0,10.709302325581396,7.320018621418807
160.0,29,1039.0,12.369047619047619,7.3242547926530035
165.0,32,1192.0,12.817204301075268,7.828162665138376
170.0,33,1355.0,14.56989247311828,8.01303718630177
175.0,34,1522.0,16.365591397849464,7.841540928505409
180.0,37,1703.0,18.51086956521739,7.411229877543297
185.0,41,1899.0,18.259615384615383,7.648363154838714
190.0,38,1947.0,19.08823529411765,7.490709647804627
195.0,30,1810.0,17.745098039215687,7.824883823443204
200.0,31,1878.0,18.96969696969697,7.436094316793606
205.0,36,1944.0,18.339622641509433,7.290615822801483
210.0,42,2144.0,20.615384615384617,7.018391801549249
215.0,43,2359.0,22.682692307692307,6.980718906221454
220.0,46,2586.0,26.387755102040817,6.460215279163442
225.0,48,2822.0,27.134615384615383,6.823177561918021
230.0,50,3066.0,29.48076923076923,6.418974577092309
235.0,48,2633.0,25.563106796116504,6.314742159429105
240.0,39,1609.0,16.252525252525253,6.317118727566885
245.0,38,1299.0,12.027777777777779,7.352758722351531
250.0,36,1191.0,11.235849056603774,7.493682507271439
255.0,32,1178.0,11.326923076923077,7.384668166858166
260.0,35,1339.0,13.0,7.650891480773156
265.0,36,1517.0,13.790909090909091,7.960628158043817
270.0,38,1706.0,15.796296296296296,7.845557394760825
275.0,41,1904.0,17.62962962962963,7.2043215268631675
280.0,45,2124.0,19.850467289719628,7.1645987700042975
285.0,46,2353.0,20.46086956521739,7.607420745264701
290.0,47,2584.0,22.666666666666668,7.212032797427046
295.0,52,2830.0,25.727272727272727,6.540230706104592
300.0,55,3098.0,28.685185185185187,6.250002736710696
305.0,55,3373.0,28.584745762711865,6.960358653907734
310.0,51,3205.0,29.136363636363637,6.550150860954303
315.0,43,2373.0,21.770642201834864,6.510347456680686
320.0,41,2008.0,18.943396226415093,6.476429676954821
325.0,34,1542.0,13.526315789473685,7.049952493702167
330.0,35,902.0,7.982300884955753,6.849299117204905
335.0,34,805.0,7.252252252252252,6.823507949716473
340.0,39,930.0,8.454545454545455,6.778727072943298
345.0,37,1005.0,8.58974358974359,6.948631051642919
350.0,39,1101.0,9.57391304347826,7.0943147859756275
355.0,37,1198.0,10.696428571428571,6.688201282412371
360.0,37,1254.0,11.4,6.581886869437882
365.0,37,1391.0,11.49586776859504,7.234637623553191
370.0,41,1545.0,12.875,7.045454807898555
375.0,38,1633.0,13.722689075630251,6.972521653840887
380.0,39,1785.0,15.127118644067796,7.257231722821865
385.0,42,1989.0,16.30327868852459,7.576247261250488
390.0,43,2202.0,18.50420168067227,7.57512984885713
395.0,44,2422.0,20.52542372881356,7.511265163287592
400.0,46,2648.0,22.632478632478634,7.46519211075231
405.0,47,2882.0,23.43089430894309,7.609454362905393
410.0,49,3122.0,25.801652892561982,7.453438184980997
415.0,50,3372.0,29.321739130434782,6.809540645753423
420.0,51,3433.0,30.651785714285715,6.306373404594227
425.0,43,3257.0,26.479674796747968,7.328993491104922
430.0,41,3046.0,26.25862068965517,7.086746623122883
435.0,46,2444.0,22.01801801801802,6.442744784346018
440.0,49,2180.0,20.373831775700936,6.016811409298126
445.0,47,1977.0,17.495575221238937,6.382361804434327
450.0,48,2021.0,18.541284403669724,6.187932912884098
455.0,44,1653.0,14.891891891891891,5.9062313896358445
460.0,39,954.0,8.672727272727272,6.321745885147337
465.0,39,849.0,7.256410256410256,6.873390477851216
470.0,37,906.0,7.810344827586207,7.115055514155197
475.0,41,932.0,8.104347826086956,6.583885150889833
480.0,42,742.0,6.625,6.614356367602255
485.0,40,810.0,6.639344262295082,7.216093803373754
490.0,42,792.0,6.65546218487395,7.019870395504947
495.0,42,764.0,6.47457627118644,7.0617304502440685
500.0,47,905.0,7.869565217391305,6.532938928913743
505.0,52,941.0,7.713114754098361,6.7001193782069155
510.0,49,894.0,7.3884297520661155,6.743943196725002
515.0,42,726.0,6.05,6.655442731474252
520.0,39,669.0,5.669491525423729,6.855490409841381
525.0,37,640.0,5.079365079365079,7.2041992516997855
530.0,34,509.0,4.206611570247934,7.174157326207099
535.0,39,663.0,5.61864406779661,7.276174363689761
540.0,44,876.0,7.551724137931035,6.974227239400933
545.0,49,1112.0,8.96774193548387,7.163026024467399
550.0,53,1365.0,11.097560975609756,7.001799808613055
555.0,53,1546.0,12.991596638655462,6.49045552044105
560.0,52,1601.0,13.921739130434782,6.204562428657256
565.0,51,1696.0,13.788617886178862,6.645208864899536
570.0,48,1752.0,14.722689075630251,6.515819382556619
575.0,47,1852.0,15.305785123966942,6.717340363050126
