step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed
0.0,0,0.0,0.0,0.0
5.0,0,0.0,0.0,12.489413130717388
10.0,0,0.0,0.0,12.935188470093953
15.0,0,0.0,0.0,13.044984756702654
20.0,0,0.0,0.0,13.54897279845295
25.0,0,0.0,0.0,13.033576382518424
30.0,0,0.0,0.0,13.394816218377322
35.0,0,0.0,0.0,12.841728684540978
40.0,0,0.0,0.0,12.967231657492047
45.0,0,0.0,0.0,12.857597038275363
50.0,0,0.0,0.0,12.916983825627112
55.0,0,0.0,0.0,12.282455502797442
60.0,2,3.0,0.125,10.078256997102562
65.0,4,18.0,0.5454545454545454,10.268273752748549
70.0,5,42.0,1.2727272727272727,10.721144674359047
75.0,3,35.0,1.0606060606060606,10.77348839508685
80.0,4,55.0,1.6666666666666667,11.466963116535926
85.0,2,34.0,0.9444444444444444,11.126572872377643
90.0,3,47.0,1.3055555555555556,10.643298784289815
95.0,5,31.0,0.6888888888888889,10.359776450730502
100.0,6,60.0,1.3636363636363635,10.270088109042753
105.0,6,61.0,1.3863636363636365,10.472912037302775
110.0,6,91.0,2.0681818181818183,10.96722616776642
115.0,4,66.0,1.5714285714285714,11.13276996432575
120.0,5,54.0,1.2857142857142858,9.751408032100784
125.0,7,30.0,0.5769230769230769,10.16150802237934
130.0,7,58.0,1.1153846153846154,10.779800417699034
135.0,4,54.0,1.08,10.966868419387403
140.0,5,79.0,1.6122448979591837,11.567748270054144
145.0,3,33.0,0.7021276595744681,11.042875166889342
150.0,3,46.0,0.9787234042553191,11.035447429865625
155.0,5,40.0,0.7272727272727273,10.227011464205702
160.0,8,76.0,1.4901960784313726,10.518781340546655
165.0,6,61.0,1.1730769230769231,10.738995225166564
170.0,5,77.0,1.5098039215686274,11.390912727427208
175.0,2,30.0,0.6,10.974649310404784
180.0,6,53.0,1.0816326530612246,9.926866662590315
185.0,9,71.0,1.2456140350877194,10.372306861191154
190.0,8,102.0,1.9615384615384615,10.66682917688393
195.0,5,66.0,1.2941176470588236,10.699118432494663
200.0,5,91.0,1.7843137254901962,11.223638813364749
205.0,2,35.0,0.7,11.41419941116877
210.0,2,45.0,0.9183673469387755,11.521343443193652
215.0,3,28.0,0.5,10.948159816750115
220.0,7,54.0,0.9642857142857143,10.835925315155466
225.0,5,69.0,1.2777777777777777,11.190784115243535
230.0,6,96.0,1.8461538461538463,11.101171264833434
235.0,5,72.0,1.469387755102041,10.68373217757478
240.0,8,105.0,2.234042553191489,10.085503270570157
245.0,9,76.0,1.3571428571428572,10.3196558621009
250.0,8,84.0,1.5555555555555556,10.746402058644994
255.0,6,72.0,1.3584905660377358,11.069839269958567
260.0,6,102.0,2.0,11.286616742604023
265.0,6,123.0,2.617021276595745,10.625799476116445
270.0,10,164.0,3.5652173913043477,9.433432134924669
275.0,10,110.0,2.037037037037037,9.771988464057111
280.0,9,140.0,2.641509433962264,10.723080004484451
285.0,5,60.0,1.1111111111111112,11.277121707895347
290.0,5,72.0,1.3333333333333333,11.263105662416704
295.0,3,28.0,0.5384615384615384,10.691417566831479
300.0,6,55.0,1.1458333333333333,11.206224188487814
305.0,5,53.0,0.9636363636363636,11.170408051927561
310.0,6,81.0,1.5,11.15456630124028
315.0,5,50.0,0.9433962264150944,11.540697328077352
320.0,5,75.0,1.4705882352941178,11.805159612980562
325.0,3,32.0,0.6153846153846154,11.432098838397346
330.0,3,41.0,0.803921568627451,11.006870206885452
335.0,6,48.0,0.8421052631578947,11.4900707110545
340.0,8,84.0,1.5849056603773586,11.013857626106985
345.0,8,121.0,2.326923076923077,10.936587063610054
350.0,9,166.0,3.3877551020408165,10.819644024428861
355.0,7,138.0,2.9361702127659575,9.836162619627597
360.0,8,173.0,3.9318181818181817,10.115711291790811
365.0,9,214.0,3.890909090909091,10.464504178451158
370.0,10,262.0,4.851851851851852,10.733653148878037
375.0,7,119.0,2.38,10.634246966523683
380.0,6,99.0,1.98,10.886645069969141
385.0,8,53.0,1.1521739130434783,9.41884039997717
390.0,10,84.0,1.826086956521739,9.640144437077915
395.0,7,68.0,1.2363636363636363,10.375828810592935
400.0,8,107.0,2.0576923076923075,10.835554687286713
405.0,6,86.0,1.5636363636363637,10.916689835015767
410.0,6,116.0,2.109090909090909,11.640063148653397
415.0,2,41.0,0.803921568627451,11.001149378042836
420.0,6,62.0,1.2916666666666667,10.402848293421892
425.0,8,47.0,0.8392857142857143,10.847699788201842
430.0,5,58.0,1.0545454545454545,10.903537909071622
435.0,6,42.0,0.7636363636363637,10.985161322701744
440.0,7,76.0,1.4901960784313726,11.062117959201565
445.0,5,63.0,1.2352941176470589,10.723408216924692
450.0,5,88.0,1.7959183673469388,10.708075364510279
455.0,5,63.0,1.125,10.362891838944993
460.0,8,98.0,1.8148148148148149,10.516334599742727
465.0,7,80.0,1.4814814814814814,10.454786859157666
470.0,5,94.0,1.8076923076923077,10.910773796206437
475.0,4,38.0,0.7450980392156863,10.285255922376049
480.0,7,64.0,1.3061224489795917,10.351348708724675
485.0,6,44.0,0.7457627118644068,10.719597517402422
490.0,7,54.0,0.9818181818181818,10.979766595280127
495.0,5,58.0,1.0943396226415094,10.7347187016638
500.0,7,88.0,1.6923076923076923,10.810179219660009
505.0,5,64.0,1.28,10.218255347090555
510.0,6,80.0,1.6,10.277298273036251
515.0,6,52.0,0.9122807017543859,10.005027787597374
520.0,9,75.0,1.3636363636363635,10.62388263679249
525.0,6,62.0,1.087719298245614,10.975437369059009
530.0,5,81.0,1.5576923076923077,11.48827494764436
535.0,3,46.0,0.92,11.381124198825336
540.0,4,62.0,1.2916666666666667,10.505129298400115
545.0,9,42.0,0.7368421052631579,10.386483791593161
550.0,8,79.0,1.4363636363636363,10.79975722857851
555.0,6,79.0,1.462962962962963,10.84771695315844
560.0,7,113.0,2.173076923076923,11.098673867475139
565.0,6,71.0,1.3653846153846154,10.27241868105497
570.0,8,78.0,1.5918367346938775,9.846477027701916
575.0,7,64.0,1.1228070175438596,10.448969745598713
580.0,7,99.0,1.7678571428571428,10.948512694478584
585.0,7,78.0,1.471698113207547,10.70360181547741
590.0,5,99.0,1.9038461538461537,11.202077496781133
595.0,4,46.0,0.92,10.514216627505023
600.0,7,79.0,1.6808510638297873,10.846834819654879
605.0,5,43.0,0.7543859649122807,10.510059497783258
610.0,6,56.0,1.0,11.178995689081514
615.0,4,52.0,0.9811320754716981,11.349907684697618
620.0,5,77.0,1.5098039215686274,11.661741143525264
625.0,5,42.0,0.84,10.147834453596785
630.0,7,74.0,1.5416666666666667,9.792463691210225
635.0,8,57.0,1.0555555555555556,9.611190311944481
640.0,9,99.0,1.9038461538461537,10.344762450226325
645.0,6,74.0,1.3703703703703705,10.837785849060943
650.0,5,85.0,1.6037735849056605,11.064097603006067
655.0,5,70.0,1.4285714285714286,10.900042653114767
660.0,5,64.0,1.3617021276595744,9.946400719540714
665.0,5,17.0,0.3148148148148148,10.206969407889142
670.0,7,40.0,0.7547169811320755,10.442575832155109
675.0,5,56.0,1.0769230769230769,10.778373375989348
680.0,5,81.0,1.588235294117647,11.368598216852833
685.0,3,56.0,1.0980392156862746,11.416145763214658
690.0,6,75.0,1.5,10.733260718319308
695.0,6,52.0,0.896551724137931,10.075334549206362
700.0,9,64.0,1.1428571428571428,10.190636208621454
705.0,7,78.0,1.4181818181818182,9.916515776555517
710.0,9,121.0,2.2830188679245285,10.255994980927934
715.0,6,90.0,1.8,9.986119361439492
720.0,8,126.0,2.5714285714285716,9.93307561444189
